City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Nouadhibou,MR,2020-08-22 15:54:12,20.93,-17.03,86.0,51,0,16.11
304,Lagoa,PT,2020-08-22 15:54:12,39.05,-27.98,71.96,70,0,7.58
305,Baker City,US,2020-08-22 15:54:12,44.77,-117.83,62.6,72,1,6.93
306,Bonavista,CA,2020-08-22 15:54:12,48.65,-53.11,66.99,58,0,4.0
307,Ulaanbaatar,MN,2020-08-22 15:52:34,47.91,106.88,51.8,87,0,4.47
308,Toktogul,KG,2020-08-22 15:54:13,41.87,72.94,71.56,39,0,0.25
309,Cabo Frio,BR,2020-08-22 15:54:13,-22.88,-42.02,64.4,82,75,9.17
310,Boguchany,RU,2020-08-22 15:54:13,58.38,97.45,60.24,84,100,2.64
311,Lenart,SI,2020-08-22 15:54:13,46.58,15.83,88.0,52,40,6.93
312,Kyzyl-Suu,KG,2020-08-22 15:54:13,42.34,78.0,59.11,56,4,0.94
313,Ambilobe,MG,2020-08-22 15:54:13,-13.2,49.05,72.32,68,62,4.56
314,Paka,MY,2020-08-22 15:54:13,4.64,103.44,78.8,94,45,2.24
315,Laguna,US,2020-08-22 15:54:14,38.42,-121.42,72.0,77,1,1.77
316,Kapit,MY,2020-08-22 15:54:14,2.02,112.93,76.06,94,100,0.94
317,Marilia,BR,2020-08-22 15:54:14,-22.21,-49.95,63.16,56,0,11.18
318,Goundam,ML,2020-08-22 15:54:14,16.41,-3.67,101.57,26,75,15.55
319,Yaan,NG,2020-08-22 15:54:14,7.38,8.57,83.73,70,38,2.3
320,Paamiut,GL,2020-08-22 15:54:14,61.99,-49.67,44.4,88,0,11.52
321,Saskylakh,RU,2020-08-22 15:54:14,71.92,114.08,38.23,77,7,5.53
322,Dingle,PH,2020-08-22 15:54:14,11.0,122.67,76.86,89,38,2.17
323,San Pedro De Ycuamandiyu,PY,2020-08-22 15:54:15,-24.09,-57.08,65.46,41,0,3.62
324,Coquimbo,CL,2020-08-22 15:54:15,-29.95,-71.34,51.8,76,90,2.24
325,Groton,US,2020-08-22 15:54:10,41.35,-72.08,86.0,78,20,6.93
326,Correntina,BR,2020-08-22 15:54:15,-13.34,-44.64,96.13,22,0,4.56
327,Bela,IN,2020-08-22 15:54:15,25.93,81.98,81.5,82,94,6.71
328,Lavrentiya,RU,2020-08-22 15:54:15,65.58,-171.0,45.7,96,100,10.29
329,Union,US,2020-08-22 15:54:15,40.63,-74.27,87.01,65,75,6.93
330,Imbituba,BR,2020-08-22 15:54:15,-28.24,-48.67,62.6,42,0,11.41
331,Semey,KZ,2020-08-22 15:54:16,50.41,80.23,65.7,44,83,8.01
332,Soma,TR,2020-08-22 15:54:16,39.19,27.61,91.4,35,0,21.92
333,Aklavik,CA,2020-08-22 15:54:16,68.22,-135.01,50.0,93,90,6.93
334,Traverse City,US,2020-08-22 15:51:58,44.76,-85.62,75.2,73,75,6.96
335,Pangnirtung,CA,2020-08-22 15:54:16,66.15,-65.71,48.2,87,20,6.93
336,Moba,CN,2020-08-22 15:54:16,33.23,105.02,59.81,100,98,4.68
337,Ranot,TH,2020-08-22 15:54:16,7.78,100.32,82.4,78,51,12.5
338,Tomohon,ID,2020-08-22 15:54:16,1.33,124.84,78.8,83,20,1.12
339,Nicoya,CR,2020-08-22 15:54:16,10.15,-85.45,78.8,83,75,3.36
340,Maniitsoq,GL,2020-08-22 15:54:17,65.42,-52.9,50.29,79,46,9.33
341,Rabak,SD,2020-08-22 15:54:17,13.18,32.74,86.63,56,0,7.65
342,Bereda,ES,2020-08-22 15:54:17,43.27,-7.54,79.0,48,38,3.0
343,Riberalta,BO,2020-08-22 15:54:17,-10.98,-66.1,64.4,48,75,17.22
344,Krasnoye,UA,2020-08-22 15:54:17,49.91,24.61,82.4,48,0,6.71
345,Walvis Bay,NA,2020-08-22 15:54:17,-22.96,14.51,93.2,6,0,10.29
346,Snasa,NO,2020-08-22 15:54:17,64.25,12.38,64.92,77,100,6.93
347,Pochutla,MX,2020-08-22 15:54:18,15.74,-96.47,86.0,78,40,4.7
348,Uruzgan,AF,2020-08-22 15:54:18,32.83,66.0,70.11,17,0,2.3
349,San Jeronimo,PE,2020-08-22 15:54:18,-11.95,-75.28,58.82,43,87,1.79
350,Iqaluit,CA,2020-08-22 15:54:18,63.75,-68.51,50.0,66,40,4.7
351,Northam,GB,2020-08-22 15:54:18,51.03,-4.22,63.0,81,9,17.0
352,Jalu,LY,2020-08-22 15:54:18,29.03,21.55,96.06,18,0,14.7
353,Ayagoz,KZ,2020-08-22 15:54:18,47.97,80.44,69.98,23,94,12.41
354,Berlevag,NO,2020-08-22 15:54:18,70.86,29.09,62.89,72,42,26.42
355,Portage,US,2020-08-22 15:54:19,41.17,-81.2,81.0,42,1,2.93
356,Nioro,GM,2020-08-22 15:54:19,13.35,-15.75,88.27,64,73,6.8
357,Salinopolis,BR,2020-08-22 15:54:19,-0.61,-47.36,84.97,66,0,8.12
358,Qinhuangdao,CN,2020-08-22 15:54:19,39.93,119.59,67.53,76,0,5.73
359,Grindavik,IS,2020-08-22 15:54:19,63.84,-22.43,55.4,58,1,11.41
360,Grand-Santi,GF,2020-08-22 15:54:19,4.25,-54.38,95.68,32,0,3.96
361,Khasan,RU,2020-08-22 15:54:19,42.43,130.64,63.95,92,36,0.89
362,Mazyr,BY,2020-08-22 15:54:19,52.05,29.25,69.66,69,56,4.47
363,Meulaboh,ID,2020-08-22 15:54:19,4.14,96.13,74.98,90,100,4.97
364,Caetite,BR,2020-08-22 15:54:20,-14.07,-42.48,83.91,35,34,10.8
365,Olinda,BR,2020-08-22 15:54:20,-8.01,-34.86,84.2,66,40,14.99
366,Stolin,BY,2020-08-22 15:54:20,51.89,26.85,72.57,72,29,6.35
367,Komsomolskiy,UZ,2020-08-22 15:54:20,40.43,71.72,77.0,44,0,6.93
368,Shubarshi,KZ,2020-08-22 15:54:20,48.59,57.19,69.08,32,68,8.14
369,Talcahuano,CL,2020-08-22 15:54:20,-36.72,-73.12,59.0,62,0,5.82
370,Ardakan,IR,2020-08-22 15:54:20,32.31,54.02,104.0,11,0,2.24
371,Otukpo,NG,2020-08-22 15:54:20,7.19,8.13,81.75,82,52,2.86
372,Dom Pedrito,BR,2020-08-22 15:54:21,-30.98,-54.67,58.68,46,0,4.23
373,Carauari,BR,2020-08-22 15:54:21,-4.88,-66.9,79.48,39,0,5.06
374,Eirunepe,BR,2020-08-22 15:54:21,-6.66,-69.87,70.63,44,64,5.28
375,Pioner,RU,2020-08-22 15:54:21,55.32,85.95,57.2,82,28,6.71
376,Qaqortoq,GL,2020-08-22 15:54:21,60.72,-46.03,51.8,62,20,5.82
377,Yumen,CN,2020-08-22 15:54:21,40.28,97.2,68.47,37,91,7.29
378,Kurdzhinovo,RU,2020-08-22 15:54:21,43.99,40.96,59.85,74,100,2.15
379,Labuhan,ID,2020-08-22 15:54:21,-6.88,112.21,79.34,68,35,8.5
380,Hohhot,CN,2020-08-22 15:54:22,40.81,111.65,68.0,88,40,2.51
381,Shenjiamen,CN,2020-08-22 15:53:38,29.96,122.3,80.56,86,0,6.89
382,Wilkie,CA,2020-08-22 15:54:22,52.42,-108.7,66.99,92,39,8.99
383,Kondratovo,RU,2020-08-22 15:54:22,57.98,56.11,55.4,87,75,2.24
384,Kolobrzeg,PL,2020-08-22 15:54:22,54.18,15.58,71.01,75,98,10.13
385,Terrace Bay,CA,2020-08-22 15:54:22,48.78,-87.1,66.2,72,75,7.02
386,Sturgeon Falls,CA,2020-08-22 15:54:22,46.36,-79.93,75.0,93,90,6.93
387,Sangar,RU,2020-08-22 15:54:22,63.92,127.47,39.6,84,7,1.72
388,Castro,BR,2020-08-22 15:51:20,-24.79,-50.01,51.87,69,71,9.66
389,Tomatlan,MX,2020-08-22 15:54:23,19.93,-105.25,89.33,66,5,1.95
390,Darasun,RU,2020-08-22 15:54:23,51.67,114.0,59.0,93,100,4.47
391,Ballina,AU,2020-08-22 15:54:23,-28.87,153.57,53.6,46,0,12.75
392,Kavaratti,IN,2020-08-22 15:54:23,10.57,72.64,82.69,79,5,11.68
393,Shitanjing,CN,2020-08-22 15:54:23,39.23,106.34,75.09,34,100,7.34
394,Ostrovnoy,RU,2020-08-22 15:54:23,68.05,39.51,65.97,66,0,12.8
395,Omboue,GA,2020-08-22 15:54:23,-1.57,9.26,76.51,74,100,10.51
396,Rognan,NO,2020-08-22 15:54:23,67.1,15.39,63.0,93,100,1.01
397,Arys,KZ,2020-08-22 15:54:24,42.43,68.8,80.6,19,0,4.47
398,Saint-Joseph,RE,2020-08-22 15:54:24,-21.37,55.62,69.8,68,17,5.82
399,Wysokie Mazowieckie,PL,2020-08-22 15:54:24,52.92,22.52,84.99,41,63,5.48
400,Weihai,CN,2020-08-22 15:54:24,37.5,122.11,71.76,84,61,2.59
401,Oyama,JP,2020-08-22 15:54:24,36.3,139.8,84.99,94,75,4.7
402,Chulym,RU,2020-08-22 15:54:24,55.1,80.96,55.44,91,43,7.34
403,Santa Vitoria Do Palmar,BR,2020-08-22 15:50:05,-33.52,-53.37,58.8,43,0,2.3
404,Hirado,JP,2020-08-22 15:54:25,33.36,129.55,77.0,68,69,5.86
405,Tuatapere,NZ,2020-08-22 15:54:25,-46.13,167.68,41.0,97,88,2.71
406,Grand Gaube,MU,2020-08-22 15:54:25,-20.01,57.66,69.01,79,0,5.01
407,Belyy,RU,2020-08-22 15:54:25,55.84,32.94,65.7,70,84,3.74
408,Snagov,RO,2020-08-22 15:54:25,44.7,26.18,91.4,31,0,2.24
409,Hambantota,LK,2020-08-22 15:54:25,6.12,81.12,82.4,88,75,9.17
410,Sadovo,BG,2020-08-22 15:54:25,42.13,24.93,93.2,23,0,5.82
411,Gamba,GA,2020-08-22 15:54:26,-2.65,10.0,75.33,78,83,8.5
412,Cap Malheureux,MU,2020-08-22 15:54:26,-19.98,57.61,69.01,79,0,5.01
413,Ipixuna,BR,2020-08-22 15:54:26,-1.76,-48.8,86.0,70,75,10.29
414,Shitkino,RU,2020-08-22 15:54:26,56.37,98.35,58.89,93,100,10.49
415,San Quintin,MX,2020-08-22 15:51:03,30.48,-115.95,79.56,64,0,9.57
416,Tres Arroyos,AR,2020-08-22 15:54:26,-38.37,-60.28,58.77,36,0,19.22
417,Klaksvik,FO,2020-08-22 15:54:26,62.23,-6.59,48.2,93,100,34.45
418,Yarmouth,US,2020-08-22 15:54:26,41.71,-70.23,78.8,69,1,6.33
419,Aldan,RU,2020-08-22 15:54:26,58.6,125.39,40.55,78,0,1.19
420,Petropavlovsk-Kamchatskiy,RU,2020-08-22 15:54:27,53.05,158.65,48.2,87,7,4.47
421,Moree,AU,2020-08-22 15:54:27,-29.47,149.85,42.8,60,6,9.17
422,Excelsior Springs,US,2020-08-22 15:53:44,39.34,-94.23,81.0,69,1,6.89
423,Cabatuan,PH,2020-08-22 15:54:27,10.88,122.49,77.29,86,32,2.93
424,Ventspils,LV,2020-08-22 15:54:27,57.39,21.56,69.8,94,100,9.17
425,Juneau,US,2020-08-22 15:54:27,58.3,-134.42,54.0,100,90,3.36
426,Yulara,AU,2020-08-22 15:54:27,-25.24,130.99,53.6,34,0,2.24
427,Pafos,CY,2020-08-22 15:54:28,34.77,32.42,89.6,38,20,13.87
428,Sao Gabriel Da Cachoeira,BR,2020-08-22 15:54:28,-0.13,-67.09,71.6,88,75,4.7
429,Port Augusta,AU,2020-08-22 15:54:28,-32.5,137.77,43.0,93,9,6.93
430,Vorobyevka,RU,2020-08-22 15:54:28,50.65,40.92,65.08,54,31,4.88
431,Kununurra,AU,2020-08-22 15:54:28,-15.77,128.73,71.6,41,14,6.8
432,Glenwood Springs,US,2020-08-22 15:54:03,39.55,-107.32,73.0,37,0,1.74
433,Loharu,IN,2020-08-22 15:54:28,28.45,75.82,85.73,67,20,8.97
434,Dezful,IR,2020-08-22 15:54:29,32.38,48.41,98.51,10,0,11.7
435,Yenagoa,NG,2020-08-22 15:54:29,4.92,6.26,80.44,79,100,8.59
436,Samarai,PG,2020-08-22 15:54:29,-10.62,150.67,75.56,79,100,12.26
437,Creel,MX,2020-08-22 15:54:29,27.75,-107.63,72.95,44,39,8.32
438,Varhaug,NO,2020-08-22 15:54:29,58.61,5.65,61.0,99,45,4.0
439,Korla,CN,2020-08-22 15:54:29,41.76,86.15,82.0,55,0,1.99
440,Mathbaria,BD,2020-08-22 15:54:29,22.29,89.96,79.83,91,100,5.73
441,Junction City,US,2020-08-22 15:54:29,39.03,-96.83,81.0,61,1,4.7
442,Poum,NC,2020-08-22 15:54:29,-20.23,164.02,71.49,72,8,3.44
443,Anamur,TR,2020-08-22 15:54:21,36.08,32.84,91.4,46,0,5.82
444,Vicksburg,US,2020-08-22 15:54:30,32.35,-90.88,84.2,65,1,3.36
445,Garden City,US,2020-08-22 15:54:30,42.33,-83.33,84.2,48,20,3.36
446,Isangel,VU,2020-08-22 15:54:30,-19.55,169.27,75.2,83,10,6.93
447,Kemijarvi,FI,2020-08-22 15:54:30,66.71,27.43,63.63,81,95,13.31
448,Lang Son,VN,2020-08-22 15:54:30,21.83,106.73,75.58,91,84,2.8
449,Ugoofaaru,MV,2020-08-22 15:54:30,5.67,73.0,83.98,66,4,3.58
450,Kudahuvadhoo,MV,2020-08-22 15:54:30,2.67,72.89,84.56,68,33,8.37
451,Labrea,BR,2020-08-22 15:54:30,-7.26,-64.8,81.75,32,0,5.32
452,Kamra,PK,2020-08-22 15:54:31,33.75,73.51,87.01,78,20,2.24
453,Morant Bay,JM,2020-08-22 15:54:31,17.88,-76.41,89.6,62,20,5.82
454,Hovd,MN,2020-08-22 15:54:31,48.01,91.64,63.12,36,46,0.31
455,Acarau,BR,2020-08-22 15:49:44,-2.89,-40.12,87.08,53,37,16.67
456,Marsa Matruh,EG,2020-08-22 15:54:31,31.35,27.25,82.4,69,40,16.11
457,Saint George,US,2020-08-22 15:50:57,37.1,-113.58,87.01,34,1,3.22
458,Ust-Ishim,RU,2020-08-22 15:54:31,57.69,71.17,54.48,97,85,4.94
459,Puerto Escondido,MX,2020-08-22 15:54:31,15.85,-97.07,77.0,83,90,3.36
460,Tabriz,IR,2020-08-22 15:49:53,38.08,46.29,75.2,41,40,31.09
461,Miramar,US,2020-08-22 15:54:32,25.99,-80.23,91.0,66,40,11.41
462,Kalabo,ZM,2020-08-22 15:54:32,-14.97,22.68,84.38,17,18,5.82
463,Wanlaweyn,SO,2020-08-22 15:54:32,2.62,44.89,79.43,60,95,19.39
464,Luganville,VU,2020-08-22 15:54:33,-15.53,167.17,73.4,94,20,3.58
465,Pauini,BR,2020-08-22 15:54:33,-7.71,-66.98,77.5,34,3,5.5
466,Novyy Yarychiv,UA,2020-08-22 15:54:33,49.9,24.31,82.4,48,0,6.71
467,Port Keats,AU,2020-08-22 15:54:33,-14.25,129.55,72.32,86,0,2.71
468,Filadelfia,US,2020-08-22 15:49:48,39.95,-75.16,84.99,69,75,10.29
469,Rust,DE,2020-08-22 15:51:56,48.27,7.73,80.6,41,24,12.75
470,Monrovia,LR,2020-08-22 15:54:33,6.3,-10.8,80.6,83,75,9.17
471,Qarayeri,AZ,2020-08-22 15:54:33,40.79,46.31,69.8,88,75,4.7
472,Margate,GB,2020-08-22 15:51:47,51.38,1.39,73.0,33,71,11.99
473,Constitucion,CL,2020-08-22 15:54:34,-35.33,-72.42,62.69,54,0,4.14
474,Santa Marta,CO,2020-08-22 15:53:01,11.24,-74.2,87.8,74,75,10.29
475,Emerald,AU,2020-08-22 15:54:34,-23.53,148.17,53.6,40,0,10.29
476,Gijon,ES,2020-08-22 15:51:36,43.54,-5.66,73.0,70,80,5.99
477,Santa Cruz Cabralia,BR,2020-08-22 15:54:34,-16.28,-39.02,71.6,88,90,6.93
478,Sarangarh,IN,2020-08-22 15:54:34,21.6,83.08,79.21,85,75,5.26
479,Greensboro,US,2020-08-22 15:54:34,36.07,-79.79,78.01,83,75,4.7
480,Uvalde,US,2020-08-22 15:54:35,29.37,-99.77,82.99,65,40,12.75
481,Llanes,ES,2020-08-22 15:54:35,43.42,-4.75,71.01,85,99,3.0
482,Santa Maria,BR,2020-08-22 15:54:35,-29.68,-53.81,59.0,44,0,8.05
483,Tubuala,PA,2020-08-22 15:54:35,9.52,-79.03,82.4,78,40,2.24
484,Muborak,UZ,2020-08-22 15:54:35,39.26,65.15,84.92,14,0,8.39
485,Valparaiso,CL,2020-08-22 15:54:35,-33.04,-71.63,48.2,100,90,6.93
486,Papar,MY,2020-08-22 15:54:35,5.73,115.93,78.01,94,20,3.36
487,Sendafa,ET,2020-08-22 15:54:36,9.15,39.03,64.4,77,75,8.05
488,Sao Joao Da Barra,BR,2020-08-22 15:53:59,-21.64,-41.05,66.2,93,90,13.87
489,Mizan Teferi,ET,2020-08-22 15:54:36,6.98,35.58,64.72,92,99,1.41
490,Sibolga,ID,2020-08-22 15:54:36,1.74,98.78,76.24,84,98,2.75
491,Kota Kinabalu,MY,2020-08-22 15:54:36,5.97,116.07,78.01,94,20,3.36
492,Abeche,TD,2020-08-22 15:54:36,13.83,20.83,80.6,55,20,2.71
493,Nizwa,OM,2020-08-22 15:50:53,22.93,57.53,96.1,34,98,10.67
494,Pierre,US,2020-08-22 15:54:36,44.37,-100.35,82.99,74,1,8.43
495,Marsh Harbour,BS,2020-08-22 15:54:37,26.54,-77.06,84.97,73,41,16.87
496,Kodinsk,RU,2020-08-22 15:54:37,58.69,99.18,58.68,89,100,1.59
497,Barcelos,PT,2020-08-22 15:54:37,41.54,-8.62,79.0,64,47,13.87
498,Bangalore,IN,2020-08-22 15:50:49,12.98,77.6,80.01,83,40,11.41
499,Geraldton,AU,2020-08-22 15:54:37,-28.77,114.6,59.0,87,90,5.86
500,Shimoda,JP,2020-08-22 15:54:38,34.67,138.95,72.0,93,93,3.04
501,Clovis,US,2020-08-22 15:52:43,36.83,-119.7,75.2,69,90,3.36
502,Burnie,AU,2020-08-22 15:54:38,-41.07,145.92,46.99,72,64,13.0
503,Lima,PE,2020-08-22 15:52:58,-12.04,-77.03,60.8,82,90,9.17
504,Port Hedland,AU,2020-08-22 15:54:38,-20.32,118.57,66.2,52,0,6.93
505,Sept-Iles,CA,2020-08-22 15:54:38,50.2,-66.38,64.99,48,40,8.05
506,Hualmay,PE,2020-08-22 15:54:38,-11.1,-77.61,66.06,65,25,9.66
507,Harper,LR,2020-08-22 15:54:39,4.38,-7.72,77.95,83,99,13.09
508,Okitipupa,NG,2020-08-22 15:54:39,6.5,4.78,81.55,70,77,7.65
509,Laja,CL,2020-08-22 15:54:39,-37.27,-72.7,53.6,87,0,4.7
510,Clyde,US,2020-08-22 15:54:39,41.3,-82.98,82.4,48,1,3.24
511,Toora-Khem,RU,2020-08-22 15:54:39,52.47,96.11,45.72,90,100,3.29
512,Kichera,RU,2020-08-22 15:54:39,55.94,110.1,60.66,81,100,1.95
513,Eureka,US,2020-08-22 15:54:40,40.8,-124.16,62.01,100,51,5.14
514,Riyadh,SA,2020-08-22 15:54:27,24.69,46.72,107.6,16,80,3.36
515,Borogontsy,RU,2020-08-22 15:54:40,62.67,131.17,40.71,68,0,4.99
516,Kimbe,PG,2020-08-22 15:54:40,-5.55,150.14,75.56,86,14,5.41
517,Nome,US,2020-08-22 15:54:40,64.5,-165.41,51.8,81,90,8.05
518,Dayong,CN,2020-08-22 15:54:40,25.02,118.29,86.0,74,75,6.71
519,Lamu,KE,2020-08-22 15:54:40,-2.27,40.9,75.72,82,73,14.72
520,Kizhinga,RU,2020-08-22 15:54:40,51.85,109.91,56.61,92,86,3.91
521,San Luis,AR,2020-08-22 15:54:41,-33.3,-66.34,64.4,23,0,17.65
522,Mount Gambier,AU,2020-08-22 15:52:09,-37.83,140.77,44.6,93,40,8.05
523,Russell,US,2020-08-22 15:54:41,32.35,-85.2,82.4,69,40,3.36
524,Nokaneng,BW,2020-08-22 15:54:41,-19.67,22.27,77.4,31,54,7.29
525,Alcamo,IT,2020-08-22 15:54:41,38.0,12.96,88.0,74,0,8.05
526,Leh,IN,2020-08-22 15:54:41,34.17,77.58,65.62,22,0,4.14
527,Port Hardy,CA,2020-08-22 15:53:24,50.7,-127.42,53.6,100,75,2.24
528,Cockburn Town,TC,2020-08-22 15:54:41,21.46,-71.14,84.13,81,12,21.43
529,Huanren,CN,2020-08-22 15:54:42,41.26,125.37,64.44,89,28,1.32
530,Lac Du Bonnet,CA,2020-08-22 15:54:42,50.25,-96.06,70.0,99,41,3.0
531,West Plains,US,2020-08-22 15:54:42,36.73,-91.85,82.99,65,1,5.82
532,Kralendijk,BQ,2020-08-22 15:54:42,12.15,-68.27,89.6,66,20,9.17
533,Kargasok,RU,2020-08-22 15:54:42,59.06,80.86,53.91,94,29,6.87
534,Ouahigouya,BF,2020-08-22 15:54:42,13.58,-2.42,77.68,73,100,1.81
535,Royal Tunbridge Wells,GB,2020-08-22 15:54:42,51.13,0.26,68.0,75,79,11.01
536,Rosarito,MX,2020-08-22 15:54:43,32.33,-117.03,82.4,69,5,8.34
537,Husavik,IS,2020-08-22 15:54:43,66.04,-17.34,53.6,58,24,9.17
538,Loukhi,RU,2020-08-22 15:54:43,66.08,33.04,68.29,57,45,8.16
539,Aneho,TG,2020-08-22 15:54:43,6.23,1.6,80.6,78,20,13.87
540,Vikhorevka,RU,2020-08-22 15:54:43,56.12,101.16,66.2,55,35,2.24
541,Tilichiki,RU,2020-08-22 15:54:43,60.47,166.1,44.76,92,100,3.11
542,Palasa,IN,2020-08-22 15:54:43,18.77,84.42,80.19,86,100,7.49
543,Mola Di Bari,IT,2020-08-22 15:54:44,41.06,17.09,91.0,100,0,1.99
544,Mantenopolis,BR,2020-08-22 15:54:44,-18.86,-41.12,64.74,79,100,4.27
545,Gainesville,US,2020-08-22 15:50:56,29.65,-82.32,81.0,83,20,5.82
546,Torres,BR,2020-08-22 15:54:44,-29.34,-49.73,57.16,53,0,5.46
547,Kotma,IN,2020-08-22 15:54:44,23.2,81.97,74.57,87,49,5.95
548,Virginia Beach,US,2020-08-22 15:54:05,36.85,-75.98,84.0,78,90,9.17
549,Carballo,ES,2020-08-22 15:54:45,43.21,-8.69,73.4,56,40,9.17
550,Oktyabrskiy,RU,2020-08-22 15:54:45,54.48,53.47,54.27,89,10,5.82
551,Koslan,RU,2020-08-22 15:54:45,63.46,48.9,61.27,90,7,4.88
552,Aleksandrov Gay,RU,2020-08-22 15:54:45,50.15,48.57,69.24,44,97,8.9
553,Tynda,RU,2020-08-22 15:54:45,55.17,124.72,47.14,84,11,3.78
554,Kawalu,ID,2020-08-22 15:54:45,-7.38,108.21,73.6,89,88,1.57
555,Pala,TD,2020-08-22 15:54:45,9.36,14.9,78.24,84,100,2.44
556,Prosperous,IE,2020-08-22 15:54:46,53.29,-6.75,64.0,82,75,24.16
557,Broome,US,2020-08-22 15:54:46,42.25,-75.83,80.01,64,1,3.36
558,Tzimol,MX,2020-08-22 15:54:46,16.27,-92.27,67.98,86,97,3.94
559,Asau,RO,2020-08-22 15:54:46,46.43,26.4,78.01,57,9,3.06
560,Estrela,BR,2020-08-22 15:51:49,-28.06,-50.94,57.29,45,0,3.98
561,Antalaha,MG,2020-08-22 15:54:46,-14.9,50.28,70.66,75,14,10.96
562,Gondanglegi,ID,2020-08-22 15:54:46,-7.75,112.01,75.65,80,21,9.44
563,Hamilton,US,2020-08-22 15:54:47,39.18,-84.53,81.0,73,75,4.7
564,Mabaruma,GY,2020-08-22 15:54:47,8.2,-59.78,91.63,51,26,4.76
565,Veldhoven,NL,2020-08-22 15:53:37,51.42,5.4,73.0,56,75,18.34
566,Sobolevo,RU,2020-08-22 15:54:47,54.43,31.9,64.2,76,63,3.85
567,Aksu,CN,2020-08-22 15:54:47,41.12,80.26,79.65,31,65,3.4
568,Te Anau,NZ,2020-08-22 15:54:47,-45.42,167.72,40.23,89,100,0.45
569,Touros,BR,2020-08-22 15:54:48,-5.2,-35.46,86.0,58,20,10.29
570,Axim,GH,2020-08-22 15:54:48,4.87,-2.24,79.2,76,23,11.81
571,Makakilo City,US,2020-08-22 15:54:48,21.35,-158.09,77.0,73,1,4.7
572,Vanavara,RU,2020-08-22 15:54:48,60.34,102.28,57.69,86,47,6.85
573,Nang Rong,TH,2020-08-22 15:54:48,14.64,102.79,77.14,88,100,6.67
574,Gedo,ET,2020-08-22 15:54:49,9.02,37.45,56.07,100,91,1.57
575,Fougamou,GA,2020-08-22 15:54:49,-1.22,10.58,83.3,57,100,3.4
576,Nesbyen,NO,2020-08-22 15:54:49,60.57,9.1,57.0,58,41,5.01
577,Flin Flon,CA,2020-08-22 15:54:49,54.77,-101.86,55.4,87,90,9.17
