City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
267,Baikunthpur,IN,23.25,82.55,76.14,86,38,3.74,scattered clouds,2020-08-23 16:23:36
268,Nalut,LY,30.33,10.85,101.3,10,0,13.49,clear sky,2020-08-23 16:23:36
269,Kirkwall,GB,58.98,-2.96,53.6,66,75,10.29,broken clouds,2020-08-23 16:23:36
270,Velasco Ibarra,EC,-1.05,-79.62,82.31,54,26,3.15,scattered clouds,2020-08-23 16:23:36
271,Antofagasta,CL,-23.65,-70.4,57.2,76,90,11.41,overcast clouds,2020-08-23 16:23:36
272,Ulagan,RU,50.63,87.96,47.73,67,33,1.45,scattered clouds,2020-08-23 16:23:36
273,Pontianak,ID,-0.03,109.33,77.27,89,73,1.28,broken clouds,2020-08-23 16:23:37
274,Kodinsk,RU,58.69,99.18,55.24,88,100,1.41,overcast clouds,2020-08-23 16:23:03
275,Tautira,PF,-17.73,-149.15,69.8,77,20,2.24,few clouds,2020-08-23 16:21:22
276,Clyde River,CA,70.47,-68.59,43.41,88,100,8.32,overcast clouds,2020-08-23 16:17:53
277,Ouadda,CF,8.08,22.4,74.34,87,89,2.06,light rain,2020-08-23 16:23:37
278,Oistins,BB,13.07,-59.53,87.8,70,20,11.41,shower rain,2020-08-23 16:20:13
279,Lagoa Formosa,BR,-18.78,-46.41,66.0,70,88,3.0,overcast clouds,2020-08-23 16:23:38
280,Jizan,SA,17.33,42.67,93.2,67,20,9.17,few clouds,2020-08-23 16:23:38
281,Kavaratti,IN,10.57,72.64,82.72,77,51,10.96,broken clouds,2020-08-23 16:21:59
282,Khandagayty,RU,50.73,92.05,53.15,64,100,2.77,overcast clouds,2020-08-23 16:23:38
283,Katete,UG,-0.78,29.75,72.84,57,51,1.57,broken clouds,2020-08-23 16:23:38
284,Luoyang,CN,34.68,112.45,75.99,99,96,1.86,light rain,2020-08-23 16:23:38
285,Longyan,CN,25.11,117.02,75.04,83,7,1.57,clear sky,2020-08-23 16:23:38
286,Alice Springs,AU,-23.7,133.88,55.4,35,0,6.93,clear sky,2020-08-23 16:20:54
287,Sistranda,NO,63.73,8.83,54.0,66,75,19.46,broken clouds,2020-08-23 16:23:39
288,Phan Thiet,VN,10.93,108.1,79.02,87,100,7.07,overcast clouds,2020-08-23 16:23:39
289,Devils Lake,US,48.11,-98.87,73.4,64,1,12.75,clear sky,2020-08-23 16:23:39
290,Dakar,SN,14.69,-17.44,86.0,79,75,18.34,broken clouds,2020-08-23 16:23:39
291,Bud,US,39.45,-86.18,82.0,69,1,4.94,clear sky,2020-08-23 16:20:48
292,Saldanha,ZA,-33.01,17.94,62.6,67,100,9.17,overcast clouds,2020-08-23 16:20:49
293,Kununurra,AU,-15.77,128.73,66.2,22,1,3.36,clear sky,2020-08-23 16:21:37
294,Tecoanapa,MX,16.52,-98.75,84.51,70,77,2.48,broken clouds,2020-08-23 16:23:39
295,Panaba,MX,21.28,-88.27,88.39,63,87,5.55,overcast clouds,2020-08-23 16:23:40
296,Launceston,AU,-41.45,147.17,37.4,88,0,4.7,clear sky,2020-08-23 16:23:40
297,Fort Nelson,CA,58.81,-122.7,53.6,93,90,2.24,mist,2020-08-23 16:23:40
298,Sokolow Podlaski,PL,52.41,22.25,79.0,53,100,4.99,overcast clouds,2020-08-23 16:23:40
299,Cardenas,CU,23.04,-81.2,87.8,70,40,10.29,scattered clouds,2020-08-23 16:23:40
300,Kastamonu,TR,41.5,33.67,68.47,67,47,5.64,scattered clouds,2020-08-23 16:23:41
301,Egvekinot,RU,66.32,-179.17,46.15,96,99,3.44,light rain,2020-08-23 16:20:52
302,Vaitape,PF,-16.52,-151.75,77.2,75,0,19.48,clear sky,2020-08-23 16:23:41
303,Cooma,AU,-36.23,149.13,32.0,95,75,9.17,broken clouds,2020-08-23 16:23:41
304,Santa Brigida,ES,28.03,-15.5,89.6,43,20,27.51,few clouds,2020-08-23 16:23:41
305,Ayagoz,KZ,47.97,80.44,69.51,36,99,3.22,overcast clouds,2020-08-23 16:23:41
306,Kalianget,ID,-7.05,113.93,79.77,80,50,12.48,scattered clouds,2020-08-23 16:23:42
307,Laguna De Perlas,NI,12.34,-83.67,86.0,70,20,4.7,few clouds,2020-08-23 16:23:42
308,Black River,JM,18.03,-77.85,87.8,74,20,5.82,few clouds,2020-08-23 16:23:42
309,Nicoya,CR,10.15,-85.45,77.0,94,75,3.36,broken clouds,2020-08-23 16:23:42
310,Norman Wells,CA,65.28,-126.83,57.2,76,20,10.29,few clouds,2020-08-23 16:21:07
311,Luis Correia,BR,-2.88,-41.67,89.82,47,3,12.8,clear sky,2020-08-23 16:23:42
312,Haines Junction,CA,60.75,-137.51,51.37,76,89,2.48,overcast clouds,2020-08-23 16:21:09
313,Port Macquarie,AU,-31.43,152.92,48.99,53,0,14.03,clear sky,2020-08-23 16:21:51
314,Granard,IE,53.77,-7.5,59.95,82,95,15.99,light rain,2020-08-23 16:23:43
315,Fairbanks,US,64.84,-147.72,54.0,87,75,3.36,broken clouds,2020-08-23 16:17:30
316,Yulara,AU,-25.24,130.99,64.4,35,0,12.75,clear sky,2020-08-23 16:20:42
317,Avera,US,33.19,-82.53,82.4,74,75,8.37,broken clouds,2020-08-23 16:23:43
318,Port Blair,IN,11.67,92.75,82.06,80,100,8.86,overcast clouds,2020-08-23 16:17:02
319,Poum,NC,-20.23,164.02,71.92,81,79,12.55,broken clouds,2020-08-23 16:22:09
320,Danville,US,36.59,-79.39,84.0,69,75,5.82,broken clouds,2020-08-23 16:23:43
321,Klaksvik,FO,62.23,-6.59,50.0,76,89,17.22,light rain,2020-08-23 16:20:54
322,Kaeo,NZ,-35.1,173.78,55.0,3,0,11.01,light rain,2020-08-23 16:22:07
323,Nambucca Heads,AU,-30.65,153.0,52.0,49,0,5.82,clear sky,2020-08-23 16:23:44
324,Sur,OM,22.57,59.53,80.74,75,94,12.86,overcast clouds,2020-08-23 16:20:45
325,Mungeli,IN,22.07,81.68,79.9,82,26,6.69,scattered clouds,2020-08-23 16:23:44
326,Motul,MX,21.1,-89.28,93.0,66,75,4.7,broken clouds,2020-08-23 16:23:44
327,Acajutla,SV,13.59,-89.83,77.0,88,40,2.24,scattered clouds,2020-08-23 16:23:25
328,Hibbing,US,47.43,-92.94,71.6,83,90,4.7,overcast clouds,2020-08-23 16:23:45
329,Bagan,RU,54.1,77.66,56.97,83,0,4.72,clear sky,2020-08-23 16:23:45
330,Tuy Hoa,VN,13.08,109.3,79.9,83,100,4.72,overcast clouds,2020-08-23 16:23:45
331,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,79.29,68,29,11.79,scattered clouds,2020-08-23 16:18:59
332,Buchanan,LR,5.88,-10.05,77.0,94,75,5.82,light intensity drizzle,2020-08-23 16:23:45
333,Micheweni,TZ,-4.97,39.83,76.51,76,6,11.48,clear sky,2020-08-23 16:23:45
334,Emerald,AU,-23.53,148.17,50.0,46,20,3.36,few clouds,2020-08-23 16:23:45
335,Shitanjing,CN,39.23,106.34,65.3,60,0,5.53,clear sky,2020-08-23 16:23:46
336,Talaya,RU,61.38,152.75,31.53,95,100,4.14,overcast clouds,2020-08-23 16:20:38
337,Mahibadhoo,MV,3.78,72.97,83.66,68,92,2.55,light rain,2020-08-23 16:23:46
338,Pontes E Lacerda,BR,-15.23,-59.34,98.33,19,0,1.07,clear sky,2020-08-23 16:23:46
339,Scarborough,GB,54.28,-0.4,62.01,89,85,1.99,moderate rain,2020-08-23 16:20:58
340,Grindavik,IS,63.84,-22.43,55.4,71,95,9.17,overcast clouds,2020-08-23 16:20:47
341,Martapura,ID,-3.42,114.85,77.0,83,28,4.7,scattered clouds,2020-08-23 16:23:46
342,Garissa,KE,-0.45,39.64,82.92,48,51,21.52,broken clouds,2020-08-23 16:21:49
343,Morgantown,US,39.63,-79.96,80.6,57,40,9.17,scattered clouds,2020-08-23 16:23:47
344,Severnyy,RU,50.68,36.55,75.2,38,100,2.24,overcast clouds,2020-08-23 16:23:47
345,Acapulco,MX,16.86,-99.89,82.4,83,75,3.36,broken clouds,2020-08-23 16:21:58
346,Iqaluit,CA,63.75,-68.51,46.4,75,75,4.7,broken clouds,2020-08-23 16:20:49
347,Nyurba,RU,63.28,118.33,42.17,75,0,3.27,clear sky,2020-08-23 16:23:47
348,Varangaon,IN,21.02,75.9,77.05,87,100,8.32,overcast clouds,2020-08-23 16:23:48
349,Neuquen,AR,-38.95,-68.06,55.4,43,9,4.7,clear sky,2020-08-23 16:21:13
350,Naco,MX,31.33,-109.95,80.01,42,43,1.99,scattered clouds,2020-08-23 16:23:48
351,Pringsewu,ID,-5.36,104.97,73.22,85,0,0.72,clear sky,2020-08-23 16:23:48
352,Aplahoue,BJ,6.93,1.68,82.47,66,99,8.52,overcast clouds,2020-08-23 16:23:48
353,Dalbandin,PK,28.89,64.41,94.03,31,22,19.26,few clouds,2020-08-23 16:23:48
354,Igarka,RU,67.47,86.58,56.84,93,100,6.26,light rain,2020-08-23 16:21:26
355,Almaznyy,RU,48.04,40.05,75.2,27,0,6.71,clear sky,2020-08-23 16:23:48
356,Methoni,GR,36.82,21.7,93.2,23,20,8.05,few clouds,2020-08-23 16:23:49
357,Mukacheve,UA,48.44,22.72,68.0,94,40,6.71,light intensity shower rain,2020-08-23 16:23:49
358,Geraldton,AU,-28.77,114.6,51.8,93,75,3.36,broken clouds,2020-08-23 16:21:15
359,Ascension,US,30.22,-90.9,87.8,66,40,8.05,scattered clouds,2020-08-23 16:23:49
360,Marzuq,YE,14.4,46.47,84.56,44,63,9.31,broken clouds,2020-08-23 16:23:49
361,Humen,CN,22.82,113.67,86.0,83,81,11.18,broken clouds,2020-08-23 16:23:49
362,Jiangyou,CN,31.77,104.72,70.45,87,100,4.65,light rain,2020-08-23 16:23:49
363,Aklavik,CA,68.22,-135.01,55.4,87,75,5.82,broken clouds,2020-08-23 16:20:03
364,Sartell,US,45.62,-94.21,80.6,74,1,3.36,clear sky,2020-08-23 16:23:50
365,Puerto Escondido,MX,15.85,-97.07,80.6,69,90,2.35,overcast clouds,2020-08-23 16:21:11
366,Porto Santo,PT,33.07,-16.34,77.0,69,20,18.34,few clouds,2020-08-23 16:23:50
367,Hurghada,EG,27.26,33.81,96.8,30,0,3.36,clear sky,2020-08-23 16:23:50
368,Moratuwa,LK,6.77,79.88,84.2,79,40,9.17,scattered clouds,2020-08-23 16:23:50
369,Cienaga De Oro,CO,8.87,-75.62,84.2,79,40,6.93,scattered clouds,2020-08-23 16:23:51
370,Lavrentiya,RU,65.58,-171.0,46.62,95,95,5.39,overcast clouds,2020-08-23 16:21:41
371,Shubarshi,KZ,48.59,57.19,66.25,51,100,4.27,overcast clouds,2020-08-23 16:23:51
372,Asau,RO,46.43,26.4,77.0,70,12,4.25,few clouds,2020-08-23 16:23:51
373,Eureka,US,40.8,-124.16,57.0,100,1,1.61,clear sky,2020-08-23 16:21:45
374,Baruun-Urt,MN,46.68,113.28,57.69,84,61,3.06,broken clouds,2020-08-23 16:21:34
375,Souillac,MU,-20.52,57.52,71.6,73,40,16.11,scattered clouds,2020-08-23 16:21:06
376,Muzhi,RU,65.37,64.67,52.74,79,33,7.07,scattered clouds,2020-08-23 16:23:52
377,Cayenne,GF,4.93,-52.33,84.2,83,0,9.17,light rain,2020-08-23 16:21:03
378,Vitim,RU,59.45,112.56,53.71,65,0,6.4,clear sky,2020-08-23 16:23:52
379,Kruisfontein,ZA,-34.0,24.73,60.01,76,23,3.0,few clouds,2020-08-23 16:19:36
380,Kamaishi,JP,39.27,141.88,72.57,83,98,2.53,overcast clouds,2020-08-23 16:23:52
381,Platteville,US,42.73,-90.48,77.0,83,75,1.36,broken clouds,2020-08-23 16:23:52
382,Talnakh,RU,69.49,88.4,59.0,87,100,6.71,light rain,2020-08-23 16:20:42
383,Lorengau,PG,-2.02,147.27,78.69,85,100,9.89,moderate rain,2020-08-23 16:21:04
384,Anadyr,RU,64.75,177.48,50.0,93,40,4.47,light rain,2020-08-23 16:21:56
385,Maxixe,MZ,-23.86,35.35,71.01,77,0,2.24,clear sky,2020-08-23 16:23:53
386,Hurricane,US,37.18,-113.29,86.0,33,1,0.85,clear sky,2020-08-23 16:23:53
387,Beaverlodge,CA,55.22,-119.44,57.2,62,20,13.87,few clouds,2020-08-23 16:23:53
388,Nuuk,GL,64.18,-51.72,41.0,93,99,3.36,overcast clouds,2020-08-23 16:21:58
389,Vila Velha,BR,-20.33,-40.29,73.4,60,75,19.46,broken clouds,2020-08-23 16:21:32
390,Rincon,US,32.3,-81.24,77.0,88,90,6.93,light rain,2020-08-23 16:21:57
391,Fort Madison,US,40.63,-91.32,84.2,69,1,4.7,clear sky,2020-08-23 16:23:54
392,Halifax,CA,44.65,-63.57,81.0,45,44,8.75,scattered clouds,2020-08-23 16:20:32
393,Vao,NC,-22.67,167.48,70.52,79,100,5.59,overcast clouds,2020-08-23 16:23:54
394,Talagang,PK,32.93,72.42,90.91,49,7,4.16,clear sky,2020-08-23 16:23:54
395,Bialogard,PL,54.01,15.99,73.0,98,62,12.3,light rain,2020-08-23 16:21:29
396,Vestmannaeyjar,IS,63.44,-20.27,55.4,66,95,9.17,overcast clouds,2020-08-23 16:21:53
397,Barra Do Garcas,BR,-15.89,-52.26,91.67,28,4,7.18,clear sky,2020-08-23 16:23:54
398,Knysna,ZA,-34.04,23.05,59.0,77,75,3.36,broken clouds,2020-08-23 16:23:54
399,Kargil,IN,34.57,76.1,68.34,27,0,6.33,clear sky,2020-08-23 16:21:29
400,Brooks,CA,50.58,-111.89,64.0,51,84,1.01,broken clouds,2020-08-23 16:23:55
401,San Cristobal,VE,7.77,-72.22,78.8,69,75,6.93,broken clouds,2020-08-23 16:21:22
402,Cartagena,CO,10.4,-75.51,84.2,83,40,8.05,scattered clouds,2020-08-23 16:20:50
403,Zhucheng,CN,35.99,119.4,75.83,94,67,10.74,broken clouds,2020-08-23 16:23:55
404,Rockland,US,41.17,-74.05,86.0,69,73,4.36,broken clouds,2020-08-23 16:23:55
405,Henties Bay,NA,-22.12,14.28,64.0,76,0,1.99,clear sky,2020-08-23 16:23:55
406,Salinopolis,BR,-0.61,-47.36,83.35,76,26,11.27,light rain,2020-08-23 16:21:40
407,Laguna,US,38.42,-121.42,75.99,56,1,4.7,clear sky,2020-08-23 16:20:37
408,Sambava,MG,-14.27,50.17,71.89,77,100,14.16,light rain,2020-08-23 16:20:47
409,Sao Raimundo Nonato,BR,-9.02,-42.7,94.64,24,15,9.33,few clouds,2020-08-23 16:23:56
410,Nueva Concepcion,GT,14.2,-91.3,80.6,78,75,4.7,broken clouds,2020-08-23 16:23:56
411,Sinnamary,GF,5.38,-52.95,84.38,73,1,8.61,light rain,2020-08-23 16:21:55
412,Touros,BR,-5.2,-35.46,82.4,61,40,17.22,scattered clouds,2020-08-23 16:21:57
413,Yinchuan,CN,38.47,106.27,65.71,73,0,9.35,clear sky,2020-08-23 16:23:56
414,Beloha,MG,-25.17,45.05,68.56,78,1,11.59,clear sky,2020-08-23 16:23:56
415,San Policarpo,PH,12.18,125.51,79.95,84,68,5.95,broken clouds,2020-08-23 16:23:57
416,Honiara,SB,-9.43,159.95,73.4,100,75,3.36,broken clouds,2020-08-23 16:23:57
417,Celestun,MX,20.87,-90.4,87.03,62,10,3.74,clear sky,2020-08-23 16:20:59
418,Pirapo,PY,-26.85,-55.53,69.8,40,0,11.41,clear sky,2020-08-23 16:23:57
419,Kefamenanu,ID,-9.45,124.48,65.77,92,21,3.8,few clouds,2020-08-23 16:23:57
420,Meadow Lake,US,34.8,-106.54,80.6,26,75,5.82,broken clouds,2020-08-23 16:23:58
421,Isangel,VU,-19.55,169.27,71.6,94,5,3.36,clear sky,2020-08-23 16:20:41
422,Kirakira,SB,-10.45,161.92,79.81,81,96,7.76,overcast clouds,2020-08-23 16:21:18
423,Paracuru,BR,-3.41,-39.03,80.01,67,9,25.01,clear sky,2020-08-23 16:23:58
424,Hami,CN,42.8,93.45,83.62,19,97,5.66,overcast clouds,2020-08-23 16:20:43
425,Soe,ID,-9.86,124.28,61.65,91,9,5.61,clear sky,2020-08-23 16:23:58
426,Tiznit,MA,29.58,-9.5,98.15,19,20,9.86,few clouds,2020-08-23 16:23:58
427,Taltal,CL,-25.4,-70.48,59.63,60,26,6.06,scattered clouds,2020-08-23 16:21:12
428,Camabatela,AO,-8.19,15.38,70.5,72,93,2.48,light rain,2020-08-23 16:23:59
429,Woodway,US,31.51,-97.2,87.8,43,1,3.36,clear sky,2020-08-23 16:23:59
430,Grand Gaube,MU,-20.01,57.66,72.0,68,22,5.99,few clouds,2020-08-23 16:21:37
431,Desaguadero,PE,-16.57,-69.04,52.88,40,0,3.11,clear sky,2020-08-23 16:23:59
432,Zhanaozen,KZ,43.3,52.8,70.74,32,73,9.19,broken clouds,2020-08-23 16:23:59
433,Qingdao,CN,36.1,120.37,79.0,88,20,11.18,few clouds,2020-08-23 16:23:59
434,Khomeyn,IR,33.64,50.08,72.95,21,0,13.27,clear sky,2020-08-23 16:23:59
435,Tezu,IN,27.92,96.17,76.78,85,47,3.2,light rain,2020-08-23 16:24:00
436,Santander Jimenez,MX,24.22,-98.47,87.1,54,0,3.24,clear sky,2020-08-23 16:24:00
437,Concordia,AR,-31.39,-58.02,68.0,37,0,12.75,clear sky,2020-08-23 16:21:53
438,Mindelo,CV,16.89,-24.98,79.88,83,48,10.47,scattered clouds,2020-08-23 16:24:00
439,Sawtell,AU,-30.38,153.1,48.2,49,0,5.82,clear sky,2020-08-23 16:24:00
440,Brookings,US,44.31,-96.8,82.4,61,1,4.94,clear sky,2020-08-23 16:22:54
441,Pangnirtung,CA,66.15,-65.71,42.8,93,90,10.29,mist,2020-08-23 16:21:14
442,Oktyabrskiy,RU,54.48,53.47,57.13,81,1,1.57,clear sky,2020-08-23 16:24:01
443,Gamba,GA,-2.65,10.0,74.84,76,46,8.79,scattered clouds,2020-08-23 16:21:14
444,Ballarat,AU,-37.57,143.85,43.0,87,59,1.01,broken clouds,2020-08-23 16:20:28
445,Goderich,CA,43.75,-81.72,82.0,78,17,1.99,few clouds,2020-08-23 16:22:03
446,Mont-De-Marsan,FR,44.0,-0.67,80.6,44,90,4.7,overcast clouds,2020-08-23 16:24:01
447,Yeppoon,AU,-23.13,150.73,44.6,75,26,7.02,scattered clouds,2020-08-23 16:24:01
448,Sioux Lookout,CA,50.1,-91.92,71.6,83,90,4.7,overcast clouds,2020-08-23 16:17:24
449,Pinawa,CA,50.15,-95.88,68.02,87,96,4.72,overcast clouds,2020-08-23 16:24:02
450,Gbarnga,LR,7.0,-9.47,75.22,89,99,6.24,overcast clouds,2020-08-23 16:24:02
451,Banda Aceh,ID,5.56,95.32,80.74,76,67,5.21,broken clouds,2020-08-23 16:20:46
452,Lebanon,US,36.21,-86.29,82.0,69,90,5.82,overcast clouds,2020-08-23 16:23:04
453,Broken Hill,AU,-31.95,141.43,42.8,67,0,6.93,clear sky,2020-08-23 16:24:02
454,Amahai,ID,-3.33,128.92,76.42,83,89,4.54,overcast clouds,2020-08-23 16:22:09
455,Samarai,PG,-10.62,150.67,75.45,76,100,14.09,overcast clouds,2020-08-23 16:21:42
456,Warrington,GB,53.39,-2.58,64.0,77,40,6.93,light rain,2020-08-23 16:24:03
457,Iluppur,IN,10.51,78.62,75.2,94,75,3.36,thunderstorm with light rain,2020-08-23 16:24:03
458,Alugan,PH,12.22,125.48,79.39,85,73,5.59,broken clouds,2020-08-23 16:24:03
459,Mudanjiang,CN,44.58,129.6,64.53,90,94,4.16,overcast clouds,2020-08-23 16:24:03
460,Grand-Santi,GF,4.25,-54.38,96.1,39,17,3.02,few clouds,2020-08-23 16:24:03
461,Boyarka,UA,50.32,30.3,80.6,39,0,6.71,clear sky,2020-08-23 16:24:03
462,Sorland,NO,67.67,12.69,51.8,87,75,18.34,light intensity shower rain,2020-08-23 16:20:38
463,Sovetskoye,RU,52.29,85.41,56.01,79,24,6.4,few clouds,2020-08-23 16:19:06
464,Amudat,UG,1.95,34.95,76.57,52,38,5.64,scattered clouds,2020-08-23 16:24:04
465,Koslan,RU,63.46,48.9,63.91,71,54,4.38,broken clouds,2020-08-23 16:20:06
466,Sisimiut,GL,66.94,-53.67,48.22,74,3,6.22,clear sky,2020-08-23 16:21:10
467,Banjar,ID,-8.19,114.97,78.8,100,20,9.17,few clouds,2020-08-23 16:24:04
468,Tiarei,PF,-17.53,-149.33,69.8,77,20,2.24,few clouds,2020-08-23 16:21:02
469,Sterling,US,39.01,-77.43,84.99,66,75,3.71,broken clouds,2020-08-23 16:24:04
470,Felipe Carrillo Puerto,MX,19.58,-88.05,91.04,56,100,3.27,overcast clouds,2020-08-23 16:24:05
471,Brae,GB,60.4,-1.35,51.8,76,75,16.11,broken clouds,2020-08-23 16:20:50
472,La Ligua,CL,-32.45,-71.23,57.2,62,75,18.34,broken clouds,2020-08-23 16:24:05
473,Enshi,CN,30.3,109.48,75.69,82,22,1.14,few clouds,2020-08-23 16:24:05
474,Kota Kinabalu,MY,5.97,116.07,77.0,94,20,3.36,few clouds,2020-08-23 16:24:05
475,Verkhnetulomskiy,RU,68.61,31.8,62.6,88,75,6.71,broken clouds,2020-08-23 16:24:05
476,Galle,LK,6.04,80.22,80.51,84,8,6.08,clear sky,2020-08-23 16:20:46
477,Visavadar,IN,21.38,70.68,76.71,94,100,11.07,light rain,2020-08-23 16:24:06
478,Upata,VE,8.01,-62.4,82.99,78,39,8.99,moderate rain,2020-08-23 16:24:06
479,Tomatlan,MX,19.93,-105.25,88.92,67,39,2.91,scattered clouds,2020-08-23 16:24:06
480,Vikhorevka,RU,56.12,101.16,55.4,93,96,4.47,overcast clouds,2020-08-23 16:24:06
481,Stokmarknes,NO,68.56,14.91,55.4,93,75,9.17,shower rain,2020-08-23 16:24:06
482,Ipilan,PH,8.84,117.9,81.23,72,98,2.66,overcast clouds,2020-08-23 16:24:06
483,Andenes,NO,69.31,16.12,59.0,93,75,1.12,light intensity drizzle,2020-08-23 16:24:06
484,Constantine,DZ,36.37,6.61,89.6,38,20,10.29,few clouds,2020-08-23 16:21:50
485,Port Moresby,PG,-9.44,147.18,75.2,78,20,23.04,few clouds,2020-08-23 16:21:35
486,Manggar,ID,-2.88,108.27,80.78,80,73,9.66,broken clouds,2020-08-23 16:24:07
487,Ahipara,NZ,-35.17,173.17,55.17,80,39,17.67,light rain,2020-08-23 16:21:20
488,Dunedin,NZ,-45.87,170.5,48.99,96,100,4.0,light rain,2020-08-23 16:23:35
489,Honningsvag,NO,70.98,25.97,60.8,77,40,10.29,scattered clouds,2020-08-23 16:24:07
490,Havelock,US,34.88,-76.9,86.0,62,20,6.93,few clouds,2020-08-23 16:21:59
491,Fortuna,US,40.6,-124.16,60.01,100,90,2.17,overcast clouds,2020-08-23 16:21:00
492,La Palma,US,33.85,-118.05,82.4,65,75,2.26,broken clouds,2020-08-23 16:22:31
493,Isiro,CD,2.77,27.62,70.75,98,100,2.71,light rain,2020-08-23 16:20:19
494,Kopargaon,IN,19.88,74.48,76.39,80,100,12.01,overcast clouds,2020-08-23 16:24:08
495,Mulanje,MW,-16.03,35.5,66.09,63,50,5.5,scattered clouds,2020-08-23 16:24:08
496,Karatau,KZ,43.17,70.47,78.64,21,39,6.73,scattered clouds,2020-08-23 16:24:08
497,Rawson,AR,-43.3,-65.1,62.35,31,70,8.34,broken clouds,2020-08-23 16:18:44
498,Shache,CN,38.42,77.24,80.56,16,0,9.15,clear sky,2020-08-23 16:24:08
499,Antequera,ES,37.02,-4.56,84.2,70,20,10.29,few clouds,2020-08-23 16:24:08
500,Jishou,CN,28.32,109.72,77.85,82,1,2.19,clear sky,2020-08-23 16:24:08
501,Bontang,ID,0.13,117.5,77.95,85,11,7.2,few clouds,2020-08-23 16:24:09
502,Pryazha,RU,61.69,33.62,64.4,88,95,11.18,light rain,2020-08-23 16:24:09
503,Belyy Yar,RU,53.6,91.39,64.4,63,99,11.18,light rain,2020-08-23 16:21:08
504,Los Algarrobos,PA,8.5,-82.43,84.2,70,20,5.82,few clouds,2020-08-23 16:24:09
505,Santa Vitoria Do Palmar,BR,-33.52,-53.37,61.84,55,0,9.51,clear sky,2020-08-23 16:23:04
506,Mogok,MM,22.92,96.5,65.88,100,90,3.65,overcast clouds,2020-08-23 16:24:09
507,Gimbi,ET,9.17,35.83,59.74,100,100,2.21,light rain,2020-08-23 16:24:10
508,Majene,ID,-3.54,118.97,76.46,78,3,11.7,clear sky,2020-08-23 16:21:15
509,Areia Branca,BR,-4.96,-37.14,87.37,45,52,14.7,broken clouds,2020-08-23 16:24:10
510,Salalah,OM,17.02,54.09,77.0,100,90,5.82,overcast clouds,2020-08-23 16:24:10
511,Abu Kamal,SY,34.45,40.92,91.49,17,0,13.69,clear sky,2020-08-23 16:24:10
512,Port Hardy,CA,50.7,-127.42,55.98,83,100,1.61,overcast clouds,2020-08-23 16:21:19
513,Ondjiva,AO,-17.07,15.73,89.6,21,5,6.93,clear sky,2020-08-23 16:24:10
514,Matay,EG,28.42,30.78,96.82,18,0,12.03,clear sky,2020-08-23 16:24:10
515,Hede,CN,33.77,120.25,75.58,92,0,7.09,clear sky,2020-08-23 16:24:11
516,Country Club,US,25.95,-80.32,93.0,66,40,17.22,scattered clouds,2020-08-23 16:23:01
517,Ketchikan,US,55.34,-131.65,55.4,100,90,9.17,moderate rain,2020-08-23 16:24:11
518,Bantry,IE,51.68,-9.45,62.6,72,75,17.22,broken clouds,2020-08-23 16:24:11
519,Ancud,CL,-41.87,-73.82,51.01,100,90,12.75,overcast clouds,2020-08-23 16:16:55
520,Kirksville,US,40.19,-92.58,84.2,54,1,13.87,clear sky,2020-08-23 16:22:55
521,Jega,NG,12.22,4.38,86.81,59,89,9.82,overcast clouds,2020-08-23 16:24:11
522,Formosa,AR,-26.18,-58.18,77.0,31,0,13.87,clear sky,2020-08-23 16:24:11
523,Svetlogorsk,BY,52.63,29.73,71.46,73,84,6.17,broken clouds,2020-08-23 16:24:12
524,Rangia,IN,26.47,91.63,86.0,100,75,10.29,mist,2020-08-23 16:24:12
525,Zempoala,MX,19.45,-96.42,87.8,66,20,3.83,haze,2020-08-23 16:24:12
526,Portland,US,45.52,-122.68,63.0,67,20,5.82,few clouds,2020-08-23 16:20:06
527,Shingu,JP,33.73,135.98,75.33,90,100,3.96,overcast clouds,2020-08-23 16:24:12
528,San Jeronimo,PE,-11.95,-75.28,60.98,36,1,1.77,clear sky,2020-08-23 16:24:12
529,Mount Pleasant,US,32.79,-79.86,77.0,94,20,6.06,few clouds,2020-08-23 16:24:12
530,Teya,RU,60.38,92.63,51.8,88,4,2.95,clear sky,2020-08-23 16:21:05
531,Sabha,LY,27.04,14.43,94.73,13,0,13.53,clear sky,2020-08-23 16:24:13
532,Gravelbourg,CA,49.88,-106.55,68.07,41,1,10.13,clear sky,2020-08-23 16:24:13
533,Erdenet,MN,49.03,104.08,48.22,87,2,3.8,clear sky,2020-08-23 16:24:13
534,Wuxue,CN,29.85,115.55,80.04,83,0,3.04,clear sky,2020-08-23 16:24:13
535,Hofn,IS,64.25,-15.21,55.4,71,75,6.93,broken clouds,2020-08-23 16:17:00
536,Khawhai,IN,23.37,93.12,63.19,100,73,1.48,light rain,2020-08-23 16:24:13
537,Rorvik,NO,64.86,11.24,53.6,66,40,16.11,scattered clouds,2020-08-23 16:24:13
538,Igrim,RU,63.19,64.42,55.2,82,97,6.08,overcast clouds,2020-08-23 16:24:14
539,Tetiz,MX,20.97,-89.93,93.0,66,75,4.7,broken clouds,2020-08-23 16:24:14
540,Ulladulla,AU,-35.35,150.47,48.2,57,0,16.11,clear sky,2020-08-23 16:24:14
